ItemId,DEL_PRODUCT,StructureId,APDivision,APLabel,APMerchDivision,APClass,APSubClass,ProductCategoryCode,ProductCategoryDesc,ProductClassCode,ProductClassDesc,ProductSubclassCode,ProductSubclassDesc,MerchDivisionCode,MerchDivisionDesc,ColorFamily,USBoardNumber,MerchOrganizationDesc,MSSP,FactoryCost,APSeasonYear,APSeason,APYear,APItemDescription,RetailTypeId,EventId,USSizeOffering
CWPOTSHTN810185,0,CW,CW,PO,T,TSH,80,KN,KNIT SHIRTS,TSH,T-SHIRT,SSL,SHORT SLEEVE,321,CB PRL APP TODD BOYS,NAVY-410,K174BC06,CHILDRENS APPAREL,NULL,1.61,SUM2023,SUM,2023,O SS CN TEE,SINGLE JAPAN,OUTLET,C001_P023
CWPOUMBBO110001,0,CW,CW,PO,B,UMB,O1,HS,HDWR/UMBRLA/GLV/SCRV,UMB,UMBRELLA,N/A,NO SUBCLASS,443,CB PRL LIC ACC BOYS 4-7,NAVY-410,261014407,ACCESSORIES,NULL,0,NOS9990,NOS,9990,UMBRELLA B-UMBRELLA-NYLON,FULLPRICE,FULLPRICE,A004_P004
CWPOUMBBO110004,0,CW,CW,PO,B,UMB,O1,HS,HDWR/UMBRLA/GLV/SCRV,UMB,UMBRELLA,N/A,NO SUBCLASS,443,CB PRL LIC ACC BOYS 4-7,BLACK,261014306,ACCESSORIES,NULL,0,NOS9990,NOS,9990,UMBRELLA D-UMBRELLA-POLYESTER,FULLPRICE,FULLPRICE,A004_P004
CWPOWOVB6810068,0,CW,CW,PO,B,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,BLUE,ZBSRBB03,CHILDRENS APPAREL,NULL,4.51,BSR9990,BSR,9990,LS BD-TOPS-SHIRT-OXFORD,FULLPRICE,FULLPRICE,C002_P002
CWPOWOVB6810088,0,CW,CW,PO,B,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,BLUE,ZBSRBB03,CHILDRENS APPAREL,NULL,4.51,BSR9990,BSR,9990,LS BD-TOPS-SHIRT-STRIPE OXFORD,FULLPRICE,FULLPRICE,C002_P002
CWPOWOVB6810094,0,CW,CW,PO,B,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,BLUE,Z181BC08,CHILDRENS APPAREL,NULL,6.38,NOS9990,NOS,9990,LS BIG PP BD-TOPS-SHIRT-OXFORD,FULLPRICE,FULLPRICE,C002_P002
CWPOWOVB6810159,0,CW,CW,PO,B,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,BLUE,Z164BB19,CHILDRENS APPAREL,NULL,5.07,FAL2023,FAL,2023,O LS OXFORD SHIRT W/PP,SINGLE JAPAN,OUTLET,C002_P002
CWPOWOVB6810160,0,CW,CW,PO,B,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,BLUE,Z184BC15,CHILDRENS APPAREL,NULL,4.65,BSR9990,BSR,9990,LS BD-TOPS-SHIRT-CHAMBRAY,FULLPRICE,FULLPRICE,C002_P002
CWPOWOVB6810161,0,CW,CW,PO,B,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,BLUE,Z184BC15,CHILDRENS APPAREL,NULL,6.2,BSR9990,BSR,9990,LS BD-TOPS-SHIRT-CHAMBRAY,FULLPRICE,FULLPRICE,C002_P002
CWPOWOVG6810039,0,CW,CW,PO,G,WOV,68,SI,SHIRTS,BFS,BUTTON FRONT SHIRT,LSL,LONG SLEEVE,313,CG RL APP GIRLS 7-16,BLUE,Z174DL01,CHILDRENS APPAREL,NULL,5.6,NOS9990,NOS,9990,LS OXFORD-TOPS-SHIRT-PINPOINT OXFORD,FULLPRICE,FULLPRICE,C005_P001
CWPOWOVGN810036,0,CW,CW,PO,G,WOV,68,SI,SHIRTS,BLS,BLOUSE,SSL,SHORT SLEEVE,313,CG RL APP GIRLS 7-16,WHITE,ZBSRDE16,CHILDRENS APPAREL,NULL,5.53,BSR9990,BSR,9990,SOLID OXFORD-TOPS-SHIRT-PINPOINT OXFORD,FULLPRICE,FULLPRICE,C005_P001
CWPOWOVI6810068,0,CW,CW,PO,I,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,320,CB PRL APP BABY BOYS,BLUE,ZBSRBB03,CHILDRENS APPAREL,NULL,3.81,BSR9990,BSR,9990,LS BD-TOPS-SHIRT-OXFORD,FULLPRICE,FULLPRICE,C001_P005
CWPOWOVR6810039,0,CW,CW,PO,R,WOV,68,SI,SHIRTS,BFS,BUTTON FRONT SHIRT,LSL,LONG SLEEVE,312,CG RL APP GIRLS 2-6X,BLUE,Z174DL01,CHILDRENS APPAREL,NULL,5.15,NOS9990,NOS,9990,LS OXFORD-TOPS-SHIRT-PINPOINT OXFORD,FULLPRICE,FULLPRICE,C003_P002
CWPOWOVR6810143,0,CW,CW,PO,R,WOV,68,SI,SHIRTS,BFS,BUTTON FRONT SHIRT,LSL,LONG SLEEVE,312,CG RL APP GIRLS 2-6X,NAVY-410,Z184DC01,CHILDRENS APPAREL,NULL,7.1,NOS9990,NOS,9990,DENIM SHIRT-TOPS-SHIRT-LT WT DENIM,FULLPRICE,FULLPRICE,C003_P002
CWPOWOVT6810088,0,CW,CW,PO,T,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,321,CB PRL APP TODD BOYS,BLUE,ZBSRBB03,CHILDRENS APPAREL,NULL,4.51,BSR9990,BSR,9990,LS BD-TOPS-SHIRT-STRIPE OXFORD,FULLPRICE,FULLPRICE,C001_P023
CWPOWOVT6810094,0,CW,CW,PO,T,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,321,CB PRL APP TODD BOYS,BLUE,Z181BC08,CHILDRENS APPAREL,NULL,6.38,NOS9990,NOS,9990,LS BIG PP BD-TOPS-SHIRT-OXFORD,FULLPRICE,FULLPRICE,C001_P023
CWPOWOVT6810159,0,CW,CW,PO,T,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,321,CB PRL APP TODD BOYS,BLUE,Z164BB19,CHILDRENS APPAREL,NULL,5.07,SPR2023,SPR,2023,O LS OXFORD SHIRT W/PP,SINGLE JAPAN,OUTLET,C001_P023
CWPOWOVT6810160,0,CW,CW,PO,T,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,321,CB PRL APP TODD BOYS,BLUE,Z184BC15,CHILDRENS APPAREL,NULL,4.65,BSR9990,BSR,9990,LS BD-TOPS-SHIRT-CHAMBRAY,FULLPRICE,FULLPRICE,C001_P023
CWPOWOVY6810068,0,CW,CW,PO,Y,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,BLUE,ZBSRBB03,CHILDRENS APPAREL,NULL,5.47,BSR9990,BSR,9990,LS BD-TOPS-SHIRT-OXFORD,FULLPRICE,FULLPRICE,C004_P004
CWPOWOVY6810094,0,CW,CW,PO,Y,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,BLUE,Z181BC08,CHILDRENS APPAREL,NULL,7.69,NOS9990,NOS,9990,LS BIG PP BD-TOPS-SHIRT-OXFORD,FULLPRICE,FULLPRICE,C004_P004
CWRLBTMT4D10121,0,CW,CW,PO,T,PNT,BQ,PN,PANTS,ATL,ATHLETIC,FUL,FULL LENGTH,321,CB PRL APP TODD BOYS,BLUE,K151BH14,CHILDRENS APPAREL,NULL,4.5,BSR9990,BSR,9990,PO PANT-BOTTOMS-PANT-COLLECTION FLEECE,FULLPRICE,FULLPRICE,C001_P023
CWRLCOLB9Z10337,0,CW,CW,PO,B,HGS,J4,HW,HEADWEAR,HAT,HAT,CAP,CAP,322,CB PRL APP BOYS 2-7,NAVY-410,BSRBBLS,CHILDRENS APPAREL,NULL,2.86,BSR9990,BSR,9990,CLSC CAP-APPAREL ACCESSORIES-HAT-COTTON,FULLPRICE,FULLPRICE,C002_P003
CWRLCOLY9Z10337,0,CW,CW,PO,Y,HGS,J4,HW,HEADWEAR,HAT,HAT,CAP,CAP,323,CB PRL APP BOYS 8-20,NAVY-410,BSRBBLS,CHILDRENS APPAREL,NULL,2.86,BSR9990,BSR,9990,CLSC CAP-APPAREL ACCESSORIES-HAT-COTTON,FULLPRICE,FULLPRICE,C004_P005
CWRLCSAI9G10130,0,CW,CW,RL,I,CSA,9G,AC,APPAREL ACCESSORIES,BIB,BIB,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,GREY,XFBASYI64,CHILDRENS APPAREL,NULL,4.58,NOS9990,NOS,9990,CROSSBACK-APPAREL ACCESSORIES-BIB-INTERLOCK,FULLPRICE,FULLPRICE,C001_P024
CWRLCSAI9H10077,0,CW,CW,PO,I,SMA,L3,BB,BABY ACCESSORIES,BLK,BLANKET,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,BLUE,X146YI05,CHILDRENS APPAREL,NULL,6.3,BSR9990,BSR,9990,BOY STRIPE-APPAREL ACCESSORIES-BLANKET-YD INTERLOC,FULLPRICE,FULLPRICE,C001_P024
CWRLKNIB1C10077,0,CW,CW,PO,B,KNI,80,KN,KNIT SHIRTS,FUZ,FULL ZIP,LSL,LONG SLEEVE,322,CB PRL APP BOYS 2-7,NAVY-410,K137BC17,CHILDRENS APPAREL,NULL,6.13,HOL2019,HOL,2019,O LS FULL ZIP HOOD,DUAL PRICE,OUTLET,C002_P002
CWRLKNIB1I10026,0,CW,CW,RL,B,KNI,1I,TP,TOPS,KNT,KNIT,SSL,SHORT SLEEVE,322,CB PRL APP BOYS 4-7,BLACK,K000002,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,SOLID MESH POLO SHIRT-BASIC MESH,FULLPRICE,FULLPRICE,C002_P002
CWRLKNIB1I10259,0,CW,CW,PO,B,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,322,CB PRL APP BOYS 2-7,NULL,K146BB04,CHILDRENS APPAREL,NULL,0,SUM2023,SUM,2023,O SS BIG PP POLO SHIRT,SINGLE JAPAN,OUTLET,C002_P002
CWRLKNIG1I10003,0,CW,CW,RL,G,KNI,1I,TP,TOPS,KNT,KNIT,SSL,SHORT SLEEVE,313,CG RL APP GIRLS 7-16,BLACK,K084DF01,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,SS POLO SHIRT-STRETCH MESH,FULLPRICE,FULLPRICE,C005_P005
CWRLKNIG1I10280,0,CW,CW,PO,G,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,313,CG RL APP GIRLS 7-16,NAVY-410,573242,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,SS POLO SHIR-TOPS-KNIT-MESH,FULLPRICE,PSR,C005_P005
CWRLKNII1A10150,0,CW,CW,PO,I,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,320,CB PRL APP BABY BOYS,WHITE,K146BB04,CHILDRENS APPAREL,NULL,2.95,SUM2023,SUM,2023,O SS BIG PP POLO SHIRT,SINGLE JAPAN,OUTLET,C001_P005
CWRLKNIO1I10280,0,CW,CW,PO,O,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,311,CG RL APP TODD GIRLS,NAVY-410,573242,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,SS POLO SHIR-TOPS-KNIT-MESH,FULLPRICE,PSR,C001_P023
CWRLKNIR1I10003,0,CW,CW,RL,R,KNI,1I,TP,TOPS,KNT,KNIT,SSL,SHORT SLEEVE,312,CG RL APP GIRLS 4-6X,NAVY-410,K084DF01,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,SS POLO SHIRT-STRETCH MESH,FULLPRICE,FULLPRICE,C003_P002
CWRLKNIT1C10078,0,CW,CW,PO,T,KNI,80,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,321,CB PRL APP TODD BOYS,BLUE,K151BH14,CHILDRENS APPAREL,NULL,6.08,BSR9990,BSR,9990,FZ HOOD-TOPS-KNIT-COLLECTION FLEECE,FULLPRICE,FULLPRICE,C001_P023
CWRLKNIY1C10078,0,CW,CW,PO,Y,KNI,80,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,323,CB PRL APP BOYS 8-20,BLUE,K151BH14,CHILDRENS APPAREL,NULL,7.25,BSR9990,BSR,9990,FZ HOOD-TOPS-KNIT-COLLECTION FLEECE,FULLPRICE,FULLPRICE,C004_P004
CWRLKNIY1I10026,0,CW,CW,RL,Y,KNI,1I,TP,TOPS,KNT,KNIT,SSL,SHORT SLEEVE,323,CB PRL APP BOYS 8-20,BLACK,K000002,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,SOLID MESH POLO SHIRT-BASIC MESH,FULLPRICE,FULLPRICE,C004_P004
CWRLKNIY1I10313,0,CW,CW,PO,Y,KNI,80,KN,KNIT SHIRTS,PSH,POLO SHIRT,SSL,SHORT SLEEVE,323,CB PRL APP BOYS 8-20,BLACK,BSRBBLS,CHILDRENS APPAREL,NULL,3.86,BSR9990,BSR,9990,POLO-TOPS-KNIT-BASIC MESH,FULLPRICE,FULLPRICE,C004_P004
CWRLOPCF8C10343,0,CW,CW,PO,F,OPC,33,OP,ONE PIECE,CVA,COVERALL,N/A,NO SUBCLASS,310,CG RL APP BABY GIRLS,WHITE,K146YI17,CHILDRENS APPAREL,NULL,7.42,BSR9990,BSR,9990,FLORAL RIB-ONE PIECE-COVERALL-PRINTED 1X1 RIB,FULLPRICE,FULLPRICE,C001_P027
CWRLOPCI8C10355,0,CW,CW,PO,I,OPC,33,OP,ONE PIECE,CVA,COVERALL,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,NAVY-410,K146YI52,CHILDRENS APPAREL,NULL,6.2,BSR9990,BSR,9990,RUGBY STRIPE-ONE PIECE-COVERALL-YD RUGBY JERSEY,FULLPRICE,FULLPRICE,C001_P027
CWRLOTWI5U10045,0,CW,CW,RL,I,OTW,5U,OW,OUTERWEAR,JKT,JACKET,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,NAVY-410,607931,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,REVERSIBLE-OUTERWEAR-JACKET-YD INTERLOCK,FULLPRICE,PSR,C001_P003
CWRLSWEO3V10215,0,CW,CW,PO,O,SWE,68,SV,SWEATER,CRD,CARDIGAN,LSL,LONG SLEEVE,311,CG RL APP TODD GIRLS,NAVY-410,SBSRDL09B,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,MINI CABLE-TOPS-SWEATER-COTTON,FULLPRICE,FULLPRICE,C001_P023
CWRLTPCI8G10242,0,CW,CW,RL,I,TPC,8G,ST,SETS,SHS,SHORTSET,N/A,NO SUBCLASS,320,CB PRL APP BABY BOYS,RED,KFSRYF33J,CHILDRENS APPAREL,NULL,0,BSR9990,BSR,9990,STRIPE POLO-SETS-SHORTSET-YD MESH,FULLPRICE,PSR,C001_P005
CWRLWOVB2G10063,0,CW,CW,RL,B,WOV,2G,TP,TOPS,SHT,SHIRT,LSL,LONG SLEEVE,322,CB PRL APP BOYS 4-7,LIGHT/PASTEL BLUE-45,BSRBBLS,CHILDRENS APPAREL,NULL,4.37,BSR9990,BSR,9990,SOLID OXFORD-TOPS-SHIRT-OXFORD,FULLPRICE,FULLPRICE,C002_P002
HMRLGFTHCR10016,0,HM,HM,RL,H,GFT,CR,GT,GIFTS,STA,STATIONERY,SSD,SM DESK ACC,682,RL HOME GIFTS,WHITE,682696297,HOME,NULL,0,BSR9990,BSR,9990,JOURNAL-RALPH'S COFFEE,FULLPRICE,FULLPRICE,H001_P125
HMRLTBLH3610057,0,HM,HM,RL,H,TBL,36,TT,TABLETOP,DNW,DINNERWARE,DSP,SALAD PLATE,680,RL HOME TABLETOP,OPEN WHITE-110,680626110,HOME,NULL,0,BSR9990,BSR,9990,DESSERT P GI-RALPH'S COFFEE,FULLPRICE,FULLPRICE,H001_P172
HMRLTBLH3610058,0,HM,HM,RL,H,TBL,36,TT,TABLETOP,DNW,DINNERWARE,CPS,TEA CUP & SAUCER,680,RL HOME TABLETOP,OPEN WHITE-110,680626118,HOME,NULL,0,BSR9990,BSR,9990,COF CUP SA G-RALPH'S COFFEE,FULLPRICE,FULLPRICE,H001_P125
HMRLTBLH3610074,0,HM,HM,RL,H,TBL,36,TT,TABLETOP,DNW,DINNERWARE,MUG,MUG,680,RL HOME TABLETOP,WHITE,680751323,HOME,NULL,0,BSR9990,BSR,9990,MUG - POLO PONG PLAYER,FULLPRICE,FULLPRICE,H001_P125
HMRLTBLH3610095,0,HM,HM,RL,H,TBL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,612741259A,NULL,NULL,0,SPR2019,SPR,2019,O ANCHOR MUG,SINGLE PRICE,OUTLET,H001_P171
MABLBLTDF210113,0,MA,MA,BL,D,BLT,F2,BL,BELTS,DRS,DRESS,SML,SMOOTH LEATHER,405,M PRL ACC,CHARCOAL-015,405069544,ACCESSORIES,NULL,14.75,BSR9990,BSR,9990,"1 1/8"" REVERSIBLE BUCKLE-SADDLE LEATHER",FULLPRICE,FULLPRICE,A001_P008
MABLBLTDF310011,0,MA,MA,PO,0,BLT,F3,BL,BELTS,BLT,BELT,MED,MEDIUM,405,M PRL ACC,BLACK,405069594,ACCESSORIES,NULL,8.95,BSR9990,BSR,9990,1 1/2 ROLLER BKL WITH LOGO PATCH-ITALIAN SADDLE LE,FULLPRICE,FULLPRICE,A001_P005
MABLHGLDJ510121,0,MA,MA,PO,0,HGS,J4,HW,HEADWEAR,HAT,HAT,CAP,CAP,710,M PRL APP SPRTSWR,BLACK,710548524,MENS APPAREL,NULL,3.05,BSR9990,BSR,9990,1SPORT CAP-HAT-COTTON CHINO,FULLPRICE,FULLPRICE,M002_P031
MAPLBLTDF310002,0,MA,MA,PL,0,BLT,F3,BL,BELTS,BLT,BELT,MED,MEDIUM,404,M PURPLE LBL ACC BELTS,BLACK,404141603,ACCESSORIES,NULL,0,BSR9990,BSR,9990,"1 5/8"" CHUNKY ROLLER BUCKLE-VACCHETTA",FULLPRICE,FULLPRICE,A001_P004
MAPOBGS01310024,0,MA,MA,PO,0,BGS,13,BG,BAGS,BPK,BACKPACK,MED,MEDIUM,405,M PRL ACC,NAVY-410,405688142,ACCESSORIES,NULL,29.76,NOS2023,NOS,2023,PP BACKPACK-BACKPACK-MEDIUM-CANVAS,SINGLE PRICE,FULLPRICE,A001_P019
MAPOBGS01310038,0,MA,MA,PO,0,BGS,13,BG,BAGS,BPK,BACKPACK,NYL,NYLON,405,M PRL ACC,BLACK,405730302,ACCESSORIES,NULL,0,FAL2018,FAL,2018,O NYLON BACKPACK,DUAL PRICE,OUTLET,A001_P019
MAPOBGS0G610003,0,MA,MA,PO,0,BGS,G6,BG,BAGS,TTE,TOTE,MED,MEDIUM,405,M PRL ACC,NATURAL-101,405647844,ACCESSORIES,NULL,20.41,NOS2023,NOS,2023,MULTI PP TTE-TOTE-CANVASCANVAS,SINGLE PRICE,FULLPRICE,A001_P019
MAPOBGS0G610017,0,MA,MA,PO,0,BGS,G6,BG,BAGS,TTE,TOTE,MED,MEDIUM,405,M PRL ACC,WHITE,405542739,ACCESSORIES,NULL,4.97,BSR9990,BSR,9990,COFFEE TOTE-TOTE-COTTON-COTTON,FULLPRICE,FULLPRICE,A001_P019
MAPOBGS0G610029,0,MA,MA,PO,0,BGS,G6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,405710763,NULL,NULL,0,NOS2019,NOS,2019,THPSNII TTE-TOTE-MEDIUM-NYLON,FULLPRICE,PSR,A001_P019
MAPOBGS0G610062,0,MA,MA,PO,0,BGS,G6,BG,BAGS,TTE,TOTE,MED,MEDIUM,405,M PRL ACC,BLACK,405777215,ACCESSORIES,NULL,0,FAL2023,FAL,2023,O MEDIUM CANVAS BPP TOTE,SINGLE JAPAN,OUTLET,A001_P019
MAPOBLT03810003,0,MA,MA,PO,0,BLT,F3,BL,BELTS,BLT,BELT,MED,MEDIUM,405,M PRL ACC,BLACK,405518277,ACCESSORIES,NULL,13.9,HOL2020,HOL,2020,O BRAIDED LEATHER BELT,DUAL PRICE,OUTLET,A001_P008
MAPOBLT0F210013,0,MA,MA,PO,0,BLT,F2,BL,BELTS,DRS,DRESS,MED,MEDIUM,405,M PRL ACC,BLACK,405710597,ACCESSORIES,NULL,15.5,NOS2019,NOS,2019,RLR HRNS-DRESS-MEDIUM-LEATHER,FULLPRICE,PSR,A001_P009
MAPOBLT0F310038,0,MA,MA,PO,0,BLT,F3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,405688069,NULL,NULL,0,NOS2019,NOS,2019,WSTEND BRAID-CASUAL-MEDIUM-LEATHER,FULLPRICE,PSR,A001_P008
MAPOBLT0F310082,0,MA,MA,PO,0,BLT,F3,BL,BELTS,BLT,BELT,MED,MEDIUM,405,M PRL ACC,BLACK,405761941,ACCESSORIES,NULL,0,BSR9990,BSR,9990,1 1/2 ROLLER-CASUAL-SMOOTH LEATHER-ITALIAN SADDLE,FULLPRICE,FULLPRICE,A001_P005
MAPOBLT0F310094,0,MA,MA,PO,0,BLT,F3,BL,BELTS,BLT,BELT,MED,MEDIUM,405,M PRL ACC,BLACK,405750336,ACCESSORIES,NULL,16,NOS2020,NOS,2020,OFFC PLQ RLR-CASUAL-SMOOTH LEATHER-SMOOTH LEATHER,FULLPRICE,PSR,A001_P008
MAPOFTW0D710018,0,MA,MA,PO,0,FTW,D7,BO,BOOTS,TAL,TALL BOOT,N/A,NO SUBCLASS,803,M PRL FW CASUAL,BLACK,803759459,FOOTWEAR,NULL,34.94,NOS2023,NOS,2023,ASHER WGTIP-BOOTS-CASUAL-CALF LEATHER,SINGLE PRICE,FULLPRICE,F001_P009
MAPOHGS0J410004,0,MA,MA,PO,0,HGS,J4,HW,HEADWEAR,HAT,HAT,CAP,CAP,710,M PRL APP SPRTSWR,BLUE,HSC01BFBAS,MENS APPAREL,NULL,3.18,FAL2021,FAL,2021,O CLASSIC SPP SPORT CAP,DUAL PRICE,OUTLET,M002_P031
MAPOHGS0J410086,0,MA,MA,PO,0,HGS,J4,AC,APPAREL ACCESSORIES,HAT,HAT,N/A,NO SUBCLASS,710,M PRL APP SPRTSWR,BLUE,H181SC01,MENS APPAREL,NULL,6.24,NOS2019,NOS,2019,CLS SPRT CAP-HAT-DENIM,FULLPRICE,PSR,M002_P031
MAPOHGS0J410092,0,MA,MA,PO,0,HGS,J4,AC,APPAREL ACCESSORIES,HAT,HAT,N/A,NO SUBCLASS,710,M PRL APP SPRTSWR,WHITE,H181SC02,MENS APPAREL,NULL,5.01,NOS2019,NOS,2019,ACLS SPRT CAP-HAT-COTTON CHINO,FULLPRICE,PSR,M002_P031
MAPOHGS0J410094,0,MA,MA,PO,0,HGS,J4,AC,APPAREL ACCESSORIES,HAT,HAT,N/A,NO SUBCLASS,710,M PRL APP SPRTSWR,GREY,H181SC77,MENS APPAREL,NULL,4.83,NOS2019,NOS,2019,BASELINE CAP-HAT-COTTON/POLYESTER,FULLPRICE,PSR,M002_P031
MAPOHGS0J410283,0,MA,MA,PO,0,HGS,J4,HW,HEADWEAR,HAT,HAT,CAP,CAP,710,M PRL APP SPRTSWR,BLACK,H193SC01,MENS APPAREL,NULL,3,NOS2022,NOS,2022,CLS SPRT CAP-HAT-COTTON CHINO,FULLPRICE,PSR,M002_P031
MAPOHGS0J410331,0,MA,MA,PO,0,HGS,J4,HW,HEADWEAR,HAT,HAT,CAP,CAP,710,M PRL APP SPRTSWR,BLUE,H194SC01,MENS APPAREL,NULL,5.84,NOS2022,NOS,2022,CLS SPRT CAP-HAT-DENIM,FULLPRICE,PSR,M002_P031
MAPOHOS03410035,0,MA,MA,PO,0,HOS,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8081PKAS,NULL,NULL,0,HOL2019,HOL,2019,O 3P DRESS MERCERIZED COTTON RIB CREW,DUAL PRICE,OUTLET,ONE SIZE
MAPOSLG02310016,0,MA,MA,PO,0,SLG,23,LT,SMALL LEATHERGOODS,CCS,CARD CASE,SMA,SMALL,405,M PRL ACC,BLACK,405710795,ACCESSORIES,NULL,12.38,NOS2019,NOS,2019,PRL CC-CARD CASE-SMALL-PEBBLE LEATHER,FULLPRICE,PSR,A001_P019
MAPOSLG02310018,0,MA,MA,PO,0,SLG,23,LT,SMALL LEATHERGOODS,CCS,CARD CASE,SMA,SMALL,405,M PRL ACC,NAVY-410,405710799,ACCESSORIES,NULL,14.04,FAL2018,FAL,2018,PRL ZIPCC-CARD CASE-SMALL-PEBBLE LEATHER,FULLPRICE,PSR,A001_P019
MAPOSLG02310052,0,MA,MA,PO,0,SLG,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,P622SL,NULL,NULL,0,NOS2021,NOS,2021,Pass Case-Smooth Leather,FULLPRICE,PSR,ONE SIZE
MARRBLTDF310133,0,MA,MA,RR,0,BLT,F3,BL,BELTS,BLT,BELT,MED,MEDIUM,417,M RRL ACC,BLACK,M144RB18,ACCESSORIES,NULL,55.86,NOS2014,NOS,2014,RASCO-CASUAL-TUMBLED LEATHER-LEATHER,FULLPRICE,FULLPRICE,A001_P001
MARRSLG0G210095,0,MA,MA,RR,0,SLG,G2,LT,SMALL LEATHERGOODS,WLT,WALLET,SMA,SMALL,417,M RRL ACC,NAVY-410,M194RB05,ACCESSORIES,NULL,22.7,NOS2019,NOS,2019,TRAVEL WLT-WALLET-COTTON-COTTON DENIM,FULLPRICE,FULLPRICE,A001_P019
MNBLDNMM4P10141,0,MN,MN,PO,1,DNM,9,JE,JEANS,CLA,CLASSIC,FUL,FULL LENGTH,710,M PRL APP SPRTSWR,BLUE,RSD82A,MENS APPAREL,NULL,20.75,BSR9990,BSR,9990,STFHAMPTON-5-POCKET-DENIM-DENIM 3,FULLPRICE,FULLPRICE,M001_P066
MNBLDNMM4V10001,0,MN,MN,PO,1,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,NAVY-410,ZSC58A,MENS APPAREL,NULL,9.79,BSR9990,BSR,9990,BD PPC SP-LONG SLEEVE-SPORT SHIRT-DENIM,FULLPRICE,FULLPRICE,M002_P058
MNBLDNMM4V10002,0,MN,MN,PO,1,WOV,68,SI,SHIRTS,SPS,SPORT SHIRT,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,NAVY-410,ZSC58B,MENS APPAREL,NULL,9.67,BSR9990,BSR,9990,SL BD PPC SP-LONG SLEEVE-SPORT SHIRT-DENIM,FULLPRICE,FULLPRICE,M002_P024
MNBLKNIM1C10054,0,MN,MN,PO,1,KNI,68,KN,KNIT SHIRTS,SWS,SWEATSHIRT,LSL,LONG SLEEVE,710,M PRL APP SPRTSWR,BLUE,KSC23A,MENS APPAREL,NULL,14.1,BSR9990,BSR,9990,LS FZ HOOD-LONG SLEEVE-KNIT-CLASSIC ATHLETIC FL,FULLPRICE,FULLPRICE,M002_P058
