INVENTBATCHID,INVENTCOLORID,INVENTDIMID,INVENTLOCATIONID,INVENTSITEID,INVENTSIZEID,DATAAREAID1,DATAAREAID
,1,#000000015032783C,71015,7111,XS,7111,7111
,1,#000000015032783D,71015,7111,XXL,7111,7111
,100,#00000001503357AE,71015,7111,L,7111,7111
,100,#0000000150337DBA,71015,7111,M,7111,7111
,100,#0000000150342EEA,71015,7111,XXL,7111,7111
,700,#0000000150342EEB,71015,7111,S,7111,7111
,700,#0000000150342EEC,71015,7111,M,7111,7111
,700,#0000000150342EED,71015,7111,L,7111,7111
,700,#0000000150342EEE,71015,7111,XL,7111,7111
,700,#0000000150342EEF,71015,7111,XXL,7111,7111
,20,#000000015034B3AC,71015,7111,S,7111,7111
,400,#000000015035030F,71015,7111,11 D,7111,7111
,410,#000000015035A2BF,71015,7111,ONE,7111,7111
,100,#000000015035A2C0,71015,7111,ONE,7111,7111
,300,#000000015035A2CA,71015,7111,ONE,7111,7111
,1,#000000015035A316,71015,7111,36,7111,7111
,600,#00000001504207A0,71015,7111,S,7111,7111
,600,#00000001504207A2,71015,7111,M,7111,7111
,20,#000000015042D756,71015,7111,XL,7111,7111
,20,#000000015042D758,71015,7111,XXL,7111,7111
,960,#000000015042D782,71015,7111,XL,7111,7111
,101,#000000015042D79C,71015,7111,S,7111,7111
,101,#000000015042D79E,71015,7111,M,7111,7111
,101,#000000015042D79F,71015,7111,L,7111,7111
,101,#0000000150437BE9,71015,7111,XL,7111,7111
,101,#0000000150437BEB,71015,7111,XXL,7111,7111
,440,#0000000150437C30,71015,7111,M,7111,7111
,440,#0000000150437C35,71015,7111,L,7111,7111
,440,#0000000150437C3B,71015,7111,XL,7111,7111
,601,#0000000150437C6A,71015,7111,XXL,7111,7111
,800,#0000000150437C7F,71015,7111,S,7111,7111
,800,#0000000150437C82,71015,7111,M,7111,7111
,800,#0000000150437C87,71015,7111,L,7111,7111
,800,#0000000150437C8E,71015,7111,XL,7111,7111
,401,#0000000150437C9C,71015,7111,S,7111,7111
,401,#0000000150437CAA,71015,7111,L,7111,7111
,410,#0000000150437CD3,71015,7111,31/32,7111,7111
,20,#0000000150437D00,71015,7111,32/32,7111,7111
,710,#0000000150437E9E,71015,7111,M,7111,7111
,270,#0000000150437EC3,71015,7111,S,7111,7111
,270,#0000000150437ECB,71015,7111,L,7111,7111
,270,#0000000150437ED2,71015,7111,XL,7111,7111
,270,#0000000150438D84,71015,7111,XXL,7111,7111
,1,#0000000150438F09,71015,7111,ONE,7111,7111
,400,#0000000150438F0B,71015,7111,ONE,7111,7111
,20,#000000015044A75B,71015,7111,XS,7111,7111
,600,#000000015044A764,71015,7111,XS,7111,7111
,200,#000000015044A76A,71015,7111,S,7111,7111
,200,#000000015044A770,71015,7111,L,7111,7111
,200,#000000015044A773,71015,7111,XL,7111,7111
,650,#000000015044A775,71015,7111,XS,7111,7111
,620,#000000015044A7EE,71015,7111,XS,7111,7111
,620,#000000015044A7F1,71015,7111,S,7111,7111
,620,#000000015044A7F4,71015,7111,M,7111,7111
,620,#000000015044A7F9,71015,7111,XL,7111,7111
,100,#000000015044A817,71015,7111,0,7111,7111
,100,#000000015044A818,71015,7111,2,7111,7111
,100,#000000015044A81A,71015,7111,4,7111,7111
,100,#000000015044A81C,71015,7111,6,7111,7111
,100,#000000015044A81F,71015,7111,8,7111,7111
,100,#000000015044A822,71015,7111,10,7111,7111
,410,#000000015044A826,71015,7111,0,7111,7111
,410,#000000015044A82B,71015,7111,4,7111,7111
,410,#000000015044A82E,71015,7111,6,7111,7111
,430,#000000015044A843,71015,7111,4,7111,7111
,1,#000000015044A85C,71015,7111,4,7111,7111
,1,#000000015044A85F,71015,7111,6,7111,7111
,101,#000000015044B2FA,71015,7111,3/3T,7111,7111
,410,#000000015044B302,71015,7111,2/2T,7111,7111
,410,#000000015044B306,71015,7111,3/3T,7111,7111
,600,#000000015044B30C,71015,7111,2/2T,7111,7111
,20,#000000015044B329,71015,7111,2/2T,7111,7111
,20,#000000015044B32C,71015,7111,3/3T,7111,7111
,400,#000000015044B335,71015,7111,2/2T,7111,7111
,400,#000000015044B337,71015,7111,3/3T,7111,7111
,100,#000000015044B340,71015,7111,2/2T,7111,7111
,100,#000000015044B342,71015,7111,3/3T,7111,7111
,600,#000000015044B352,71015,7111,6,7111,7111
,410,#000000015044B358,71015,7111,5,7111,7111
,410,#000000015044B35E,71015,7111,6X,7111,7111
,400,#000000015044B362,71015,7111,5,7111,7111
,400,#000000015044B366,71015,7111,6,7111,7111
,101,#000000015044B378,71015,7111,6,7111,7111
,20,#000000015044B392,71015,7111,5,7111,7111
,20,#000000015044B396,71015,7111,6,7111,7111
,100,#000000015044B3A3,71015,7111,5,7111,7111
,100,#000000015044B3A5,71015,7111,6X,7111,7111
,410,#000000015044B3C5,71015,7111,7,7111,7111
,410,#000000015044B3C9,71015,7111,14,7111,7111
,300,#000000015044B3E2,71015,7111,3/3T,7111,7111
,300,#000000015044B409,71015,7111,5,7111,7111
,100,#000000015044B425,71015,7111,7,7111,7111
,400,#000000015044B447,71015,7111,8,7111,7111
,400,#000000015044B44E,71015,7111,20,7111,7111
,250,#00000001504A9F0A,71015,7111,S,7111,7111
,250,#00000001504A9F0C,71015,7111,L,7111,7111
,400,#00000001504A9F3B,71015,7111,34/32,7111,7111
,200,#00000001504AA1E6,71015,7111,32,7111,7111
,200,#00000001504AA1EB,71015,7111,34,7111,7111
,200,#00000001504AA1F2,71015,7111,36,7111,7111
,430,#00000001504AA208,71015,7111,S,7111,7111
,999,#00000001504AA216,71015,7111,S,7111,7111
,999,#00000001504AA218,71015,7111,M,7111,7111
,999,#00000001504AA21A,71015,7111,L,7111,7111
,999,#00000001504AA21C,71015,7111,XL,7111,7111
,700,#00000001504AA232,71015,7111,ONE,7111,7111
,999,#00000001504AA23C,71015,7111,ONE,7111,7111
,250,#00000001504AA240,71015,7111,ONE,7111,7111
,650,#00000001504AA242,71015,7111,ONE,7111,7111
,410,#00000001504AA245,71015,7111,S/M,7111,7111
,410,#00000001504AA248,71015,7111,L/XL,7111,7111
,100,#00000001504AA24E,71015,7111,L/XL,7111,7111
,101,#00000001504AA2F4,71015,7111,4,7111,7111
,400,#00000001504AA2FB,71015,7111,4,7111,7111
,650,#00000001504B094A,71015,7111,2/2T,7111,7111
,650,#00000001504B094C,71015,7111,3/3T,7111,7111
,650,#00000001504B096F,71015,7111,4,7111,7111
,650,#00000001504B0971,71015,7111,5,7111,7111
,650,#00000001504B0973,71015,7111,6,7111,7111
,650,#00000001504B0975,71015,7111,6X,7111,7111
,700,#00000001504B0977,71015,7111,5,7111,7111
,700,#00000001504B0978,71015,7111,6,7111,7111
,700,#00000001504B0979,71015,7111,6X,7111,7111
,250,#00000001504B09BF,71015,7111,3/3T,7111,7111
,250,#00000001504B09D9,71015,7111,5,7111,7111
,250,#00000001504B09DA,71015,7111,6,7111,7111
,20,#00000001504B09DD,71015,7111,4,7111,7111
,300,#00000001504B09E8,71015,7111,4,7111,7111
,600,#00000001504B09ED,71015,7111,4,7111,7111
,250,#00000001504B0A03,71015,7111,8,7111,7111
,400,#00000001504B501E,71015,7111,2,7111,7111
,500,#00000001504B5028,71015,7111,XS,7111,7111
,310,#00000001504B5037,71015,7111,S,7111,7111
,310,#00000001504B5038,71015,7111,M,7111,7111
,310,#00000001504B5039,71015,7111,L,7111,7111
,310,#00000001504B503A,71015,7111,XL,7111,7111
,270,#00000001504B5047,71015,7111,XS,7111,7111
,430,#00000001504B5048,71015,7111,XS,7111,7111
,300,#00000001504B5050,71015,7111,XS,7111,7111
,650,#00000001504B5060,71015,7111,0,7111,7111
,650,#00000001504B5061,71015,7111,2,7111,7111
,670,#00000001504B5076,71015,7111,M,7111,7111
,410,#00000001504FB41B,71015,7111,30,7111,7111
,410,#00000001504FB41C,71015,7111,32,7111,7111
,410,#00000001504FB41D,71015,7111,34,7111,7111
,100,#00000001504FB422,71015,7111,32,7111,7111
,100,#00000001504FB423,71015,7111,34,7111,7111
,250,#00000001504FB429,71015,7111,32,7111,7111
,250,#00000001504FB42A,71015,7111,34,7111,7111
,600,#00000001504FBB66,71015,7111,2,7111,7111
,610,#00000001505018A9,71015,7111,L,7111,7111
,530,#00000001505018E6,71015,7111,XL,7111,7111
,610,#0000000150501925,71015,7111,4,7111,7111
,1,#000000015050199F,71015,7111,11 D,7111,7111
,400,#00000001505019A9,71015,7111,7 D,7111,7111
,400,#00000001505019AE,71015,7111,8 D,7111,7111
,400,#00000001505019B3,71015,7111,9 D,7111,7111
,400,#00000001505019B8,71015,7111,10 D,7111,7111
,400,#00000001505019C1,71015,7111,12 D,7111,7111
,999,#00000001505019C9,71015,7111,8 D,7111,7111
,999,#00000001505022A2,71015,7111,12 D,7111,7111
,E32,#00000001505409DD,71015,7111,30 R,7111,7111
,201,#0000000150543080,71015,7111,L,7111,7111
,301,#000000015054308E,71015,7111,L,7111,7111
,100,#000000015054C4C4,71015,7111,MUG,7111,7111
,600,#000000015054F97D,71015,7111,8,7111,7111
,200,#0000000150560625,71015,7111,ONE,7111,7111
,200,#0000000150566556,71015,7111,XXL,7111,7111
,410,#000000015057792C,71015,7111,8.5 D,7111,7111
,410,#000000015057793D,71015,7111,9.5 D,7111,7111
,100,#0000000150577964,71015,7111,9 D,7111,7111
,100,#0000000150577967,71015,7111,9.5 D,7111,7111
,100,#000000015057796A,71015,7111,10 D,7111,7111
,100,#000000015057796F,71015,7111,11 D,7111,7111
,410,#000000015058863A,71015,7111,33,7111,7111
,501,#000000015058F80E,71015,7111,M,7111,7111
,501,#000000015058F80F,71015,7111,S,7111,7111
,501,#000000015058F810,71015,7111,XS,7111,7111
,710,#00000001505DD26C,71015,7111,7,7111,7111
,260,#0000000150629F19,71015,7111,L/XL,7111,7111
,101,#000000015062A7B1,71015,7111,10,7111,7111
,400,#0000000150631C75,71015,7111,36/32,7111,7111
,270,#000000015063A6D3,71015,7111,2/2T,7111,7111
,270,#000000015063A6E2,71015,7111,6,7111,7111
,270,#000000015063A6E3,71015,7111,7,7111,7111
,410,#000000015065C626,71015,7111,31,7111,7111
,101,#000000015065C62A,71015,7111,2,7111,7111
,650,#0000000150666916,71015,7111,32,7111,7111
,410,#0000000150696BB7,71015,7111,XXS,7111,7111
,800,#00000001506A5162,71015,7111,ONE,7111,7111
,100,#00000001506A5911,71015,7111,8 S,7111,7111
,450,#00000001506A782A,71015,7111,ONE,7111,7111
,101,#00000001506A7841,71015,7111,XXS,7111,7111
,20,#00000001506B12BB,71015,7111,XXS,7111,7111
,500,#00000001506B12C8,71015,7111,0,7111,7111
,500,#00000001506B12CB,71015,7111,6,7111,7111
,100,#00000001506B60CB,71015,7111,7 B,7111,7111
,100,#00000001506B60D4,71015,7111,8 B,7111,7111
,100,#00000001506B60DE,71015,7111,9 B,7111,7111
,1,#00000001506B60E9,71015,7111,10 B,7111,7111
,1,#00000001506B610C,71015,7111,9 B,7111,7111
,710,#00000001506B6160,71015,7111,3/3T,7111,7111
,710,#00000001506B6170,71015,7111,5,7111,7111
,520,#00000001506ECCD2,71015,7111,4,7111,7111
,600,#00000001506F4E0E,71015,7111,XXS,7111,7111
,20,#00000001506F4E10,71015,7111,6 R,7111,7111
,660,#00000001507409C8,71015,7111,XS,7111,7111
,400,#00000001507409EF,71015,7111,14H23,7111,7111
,660,#000000015074F4D8,71015,7111,M,7111,7111
,680,#00000001507563D2,71015,7111,5,7111,7111
,400,#0000000150776B95,71015,7111,17/67,7111,7111
,410,#0000000150779677,71015,7111,29 R,7111,7111
,330,#000000015077EDEB,71015,7111,36/32,7111,7111
,510,#00000001507812BC,71015,7111,XS,7111,7111
,510,#00000001507812BF,71015,7111,L,7111,7111
,E68,#0000000150791B26,71015,7111,40 R,7111,7111
,410,#0000000150791B6D,71015,7111,8 R,7111,7111
,999,#00000001507D7E26,71015,7111,15/45,7111,7111
,300,#00000001507D7E30,71015,7111,14H23,7111,7111
,420,#00000001507D7E35,71015,7111,S,7111,7111
,B82,#00000001500799B5,71017,7111,S,7111,7111
,E86,#00000001500799BA,71017,7111,M,7111,7111
,E86,#0000000150079A29,71017,7111,L,7111,7111
,E86,#0000000150079A2A,71017,7111,S,7111,7111
,B10,#0000000150079A66,71017,7111,M,7111,7111
,E86,#0000000150079AA5,71017,7111,4,7111,7111
,D86,#0000000150079B9D,71017,7111,XL,7111,7111
,E32,#000000015007A20D,71017,7111,M,7111,7111
,E32,#000000015007A213,71017,7111,S,7111,7111
,B34,#00000001501FC1CC,71017,7111,XL,7111,7111
,101,#0000000150246110,71017,7111,M,7111,7111
,410,#00000001502B5491,71017,7111,XS,7111,7111
,1,#00000001502C9985,71017,7111,XL,7111,7111
,410,#00000001502C9B85,71017,7111,S,7111,7111
,400,#00000001502D0002,71017,7111,M,7111,7111
,101,#00000001502F67DC,71017,7111,ONE,7111,7111
,410,#00000001502F67DD,71017,7111,ONE,7111,7111
,100,#00000001502F67DE,71017,7111,L,7111,7111
,20,#000000015030F660,71017,7111,ONE,7111,7111
,250,#00000001503141D5,71017,7111,ONE,7111,7111
,410,#000000015031EE09,71017,7111,L,7111,7111
,410,#0000000150326701,71017,7111,XXL,7111,7111
,100,#0000000150326E39,71017,7111,XS,7111,7111
,100,#0000000150326E3A,71017,7111,S,7111,7111
,100,#0000000150326E3B,71017,7111,M,7111,7111
,400,#0000000150326E3C,71017,7111,XL,7111,7111
,300,#000000015032779B,71017,7111,L,7111,7111
,300,#000000015032779C,71017,7111,M,7111,7111
,300,#000000015032779D,71017,7111,S,7111,7111
,300,#000000015032779E,71017,7111,XL,7111,7111
,300,#000000015032779F,71017,7111,XXL,7111,7111
,500,#00000001503277A0,71017,7111,L,7111,7111
,500,#00000001503277A1,71017,7111,M,7111,7111
,400,#00000001503277A5,71017,7111,L,7111,7111
,400,#00000001503277A6,71017,7111,S,7111,7111
,400,#00000001503277A7,71017,7111,XXL,7111,7111
,410,#00000001503277A8,71017,7111,M,7111,7111
,410,#00000001503277A9,71017,7111,XL,7111,7111
,400,#00000001503277AA,71017,7111,XS,7111,7111
,1,#00000001503277AB,71017,7111,L,7111,7111
,1,#00000001503277AC,71017,7111,M,7111,7111
,1,#00000001503277AD,71017,7111,S,7111,7111
,100,#00000001503357A0,71017,7111,ONE,7111,7111
,100,#0000000150338EFB,71017,7111,18M,7111,7111
,100,#00000001503390D8,71017,7111,7,7111,7111
,650,#000000015033C24E,71017,7111,ONE,7111,7111
,410,#000000015033EBE3,71017,7111,5,7111,7111
,20,#0000000150341165,71017,7111,M,7111,7111
,100,#0000000150344185,71017,7111,XL,7111,7111
,100,#0000000150344186,71017,7111,XXL,7111,7111
,700,#0000000150344188,71017,7111,M,7111,7111
,700,#000000015034418A,71017,7111,XL,7111,7111
,700,#000000015034418B,71017,7111,XXL,7111,7111
,1,#000000015035A327,71017,7111,32,7111,7111
,20,#00000001503AEC6A,71017,7111,L,7111,7111
,1,#0000000150413209,71017,7111,ONE,7111,7111
,400,#000000015041320A,71017,7111,ONE,7111,7111
,650,#0000000150413A05,71017,7111,6M,7111,7111
,650,#0000000150413A06,71017,7111,12M,7111,7111
,400,#0000000150413A0B,71017,7111,12M,7111,7111
,400,#0000000150413A0C,71017,7111,18M,7111,7111
,410,#0000000150413A0D,71017,7111,2/2T,7111,7111
,410,#0000000150413A0E,71017,7111,3/3T,7111,7111
,600,#0000000150413A11,71017,7111,3/3T,7111,7111
,100,#0000000150413A13,71017,7111,2/2T,7111,7111
,100,#0000000150413A14,71017,7111,3/3T,7111,7111
,400,#0000000150413A16,71017,7111,2/2T,7111,7111
,600,#0000000150413A1A,71017,7111,6,7111,7111
,410,#0000000150413A1C,71017,7111,6,7111,7111
,20,#0000000150413A21,71017,7111,5,7111,7111
,100,#0000000150413A24,71017,7111,5,7111,7111
,100,#0000000150413A25,71017,7111,6,7111,7111
,100,#0000000150413A26,71017,7111,6X,7111,7111
,400,#0000000150413A28,71017,7111,6,7111,7111
,400,#0000000150413A29,71017,7111,6X,7111,7111
,600,#0000000150413A2A,71017,7111,S,7111,7111
,600,#0000000150413A2B,71017,7111,M,7111,7111
,600,#0000000150413A2C,71017,7111,L,7111,7111
,200,#0000000150413A2E,71017,7111,S,7111,7111
,20,#0000000150413A32,71017,7111,S,7111,7111
,20,#0000000150413A33,71017,7111,XL,7111,7111
,400,#0000000150413A35,71017,7111,10,7111,7111
,410,#0000000150413A38,71017,7111,12M,7111,7111
,410,#0000000150413A39,71017,7111,18M,7111,7111
,400,#0000000150413A3B,71017,7111,6M,7111,7111
,410,#0000000150413A42,71017,7111,7,7111,7111
,650,#0000000150413A4B,71017,7111,9M,7111,7111
,101,#0000000150413A4F,71017,7111,S,7111,7111
,101,#0000000150413A50,71017,7111,L,7111,7111
,20,#0000000150413ABB,71017,7111,3/3T,7111,7111
,50,#0000000150413B33,71017,7111,S,7111,7111
,100,#0000000150413C69,71017,7111,4,7111,7111
,100,#0000000150413C6B,71017,7111,10,7111,7111
,430,#0000000150413C6F,71017,7111,4,7111,7111
,430,#0000000150413C70,71017,7111,6,7111,7111
,440,#0000000150438E8D,71017,7111,M,7111,7111
,270,#0000000150438E90,71017,7111,S,7111,7111
,270,#0000000150438E91,71017,7111,M,7111,7111
,270,#0000000150438E92,71017,7111,L,7111,7111
,270,#0000000150438E93,71017,7111,XL,7111,7111
,800,#0000000150438E9A,71017,7111,M,7111,7111
,401,#0000000150438E9E,71017,7111,M,7111,7111
,250,#0000000150438EA5,71017,7111,32/30,7111,7111
,250,#0000000150438EA6,71017,7111,34/30,7111,7111
,410,#0000000150438EAD,71017,7111,34/30,7111,7111
,101,#000000015044A90E,71017,7111,18M,7111,7111
,100,#000000015044A910,71017,7111,12M,7111,7111
,650,#000000015044A916,71017,7111,L,7111,7111
,650,#000000015044A917,71017,7111,XL,7111,7111
,410,#000000015044A91A,71017,7111,10,7111,7111
,20,#000000015044A928,71017,7111,12M,7111,7111
,20,#000000015044A929,71017,7111,18M,7111,7111
,400,#000000015044A92A,71017,7111,26,7111,7111
,400,#000000015044A92B,71017,7111,27,7111,7111
,20,#000000015044A93D,71017,7111,7,7111,7111
,410,#000000015044A943,71017,7111,4,7111,7111
,410,#000000015044A944,71017,7111,8,7111,7111
,100,#000000015044BC10,71017,7111,3M,7111,7111
,200,#00000001504930FF,71017,7111,34,7111,7111
,200,#0000000150493104,71017,7111,36,7111,7111
,430,#00000001504A84F7,71017,7111,S,7111,7111
,430,#00000001504A84F9,71017,7111,L,7111,7111
,999,#00000001504A84FC,71017,7111,ONE,7111,7111
,300,#00000001504A84FD,71017,7111,ONE,7111,7111
,100,#00000001504A8501,71017,7111,L/XL,7111,7111
,650,#00000001504A8506,71017,7111,2/2T,7111,7111
,650,#00000001504A8507,71017,7111,3/3T,7111,7111
,650,#00000001504A850A,71017,7111,4,7111,7111
,650,#00000001504A850C,71017,7111,6,7111,7111
,250,#00000001504A8512,71017,7111,2/2T,7111,7111
,250,#00000001504A8513,71017,7111,3/3T,7111,7111
,400,#00000001504A8515,71017,7111,4,7111,7111
,250,#00000001504A8519,71017,7111,6,7111,7111
,400,#00000001504AA2FE,71017,7111,0,7111,7111
,999,#00000001504AA300,71017,7111,XS,7111,7111
,999,#00000001504AA302,71017,7111,M,7111,7111
,999,#00000001504AA303,71017,7111,L,7111,7111
,520,#00000001504AA339,71017,7111,M,7111,7111
,999,#00000001504AA392,71017,7111,XL,7111,7111
,250,#00000001504ABAFF,71017,7111,S,7111,7111
,250,#00000001504ABB00,71017,7111,M,7111,7111
,250,#00000001504ABB01,71017,7111,L,7111,7111
,250,#00000001504ABB02,71017,7111,XL,7111,7111
,300,#00000001504ABB0B,71017,7111,34/32,7111,7111
,260,#00000001504ABB17,71017,7111,M,7111,7111
,260,#00000001504ABB19,71017,7111,XL,7111,7111
,700,#00000001504ADF2E,71017,7111,12M,7111,7111
,700,#00000001504ADF2F,71017,7111,18M,7111,7111
,650,#00000001504ADF38,71017,7111,10,7111,7111
,651,#00000001504ADF3B,71017,7111,S,7111,7111
,651,#00000001504ADF3C,71017,7111,M,7111,7111
,651,#00000001504ADF3E,71017,7111,XL,7111,7111
,100,#00000001504B4FED,71017,7111,26,7111,7111
,430,#00000001504B4FFE,71017,7111,XS,7111,7111
,650,#00000001504B5002,71017,7111,8,7111,7111
,670,#00000001504B5007,71017,7111,M,7111,7111
,410,#00000001504EF4C6,71017,7111,32,7111,7111
,1,#00000001504EF579,71017,7111,8 D,7111,7111
,1,#00000001504EF57A,71017,7111,9 D,7111,7111
,400,#00000001504EF57F,71017,7111,8 D,7111,7111
,400,#00000001504EF580,71017,7111,9 D,7111,7111
,400,#00000001504EF582,71017,7111,11 D,7111,7111
,999,#00000001504EF585,71017,7111,8 D,7111,7111
,999,#00000001504EF587,71017,7111,10 D,7111,7111
,999,#00000001504EF5CA,71017,7111,4,7111,7111
,999,#00000001504EF5CC,71017,7111,6,7111,7111
,999,#00000001504EF5CD,71017,7111,7,7111,7111
,21,#0000000150534A38,71017,7111,S,7111,7111
,999,#000000015055B200,71017,7111,0,7111,7111
,200,#0000000150560652,71017,7111,ONE,7111,7111
,100,#000000015057790F,71017,7111,9 D,7111,7111
,410,#0000000150577910,71017,7111,9.5 D,7111,7111
,100,#0000000150577917,71017,7111,11 D,7111,7111
,651,#00000001505D4D1A,71017,7111,XS,7111,7111
,1,#00000001505D65E8,71017,7111,38/32,7111,7111
,410,#000000015062A7CE,71017,7111,27 R,7111,7111
,400,#000000015062A7D0,71017,7111,29 R,7111,7111
,260,#000000015062C8B7,71017,7111,L/XL,7111,7111
,400,#000000015062C91A,71017,7111,38/32,7111,7111
,270,#0000000150630A8F,71017,7111,4,7111,7111
,300,#000000015065EE75,71017,7111,30/32,7111,7111
,301,#000000015065FEB0,71017,7111,10.5D,7111,7111
,E86,#00000001500768DE,72110,7111,XS,7111,7111
,400,#00000001501D607A,72110,7111,XL,7111,7111
,100,#00000001501F6143,72110,7111,L,7111,7111
,650,#00000001501FA2E1,72110,7111,L,7111,7111
,400,#00000001501FA2E2,72110,7111,M,7111,7111
,400,#00000001501FA2E3,72110,7111,S,7111,7111
,1,#000000015020DFE9,72110,7111,M,7111,7111
,1,#000000015020DFF9,72110,7111,L,7111,7111
,100,#000000015020E043,72110,7111,S,7111,7111
,100,#000000015020E054,72110,7111,M,7111,7111
,400,#00000001502120B7,72110,7111,L,7111,7111
,410,#000000015025241C,72110,7111,M,7111,7111
,410,#00000001502631C7,72110,7111,S,7111,7111
,410,#00000001502D54F9,72110,7111,XXL,7111,7111
,40,#000000015066066A,71017,7111,34/30,7111,7111
,40,#000000015066066C,71017,7111,34/32,7111,7111
,600,#00000001506844D0,71017,7111,9M,7111,7111
,830,#00000001506A7806,71017,7111,ONE,7111,7111
,410,#00000001506B60AB,71017,7111,MUG,7111,7111
,100,#00000001506B60CD,71017,7111,7 B,7111,7111
,100,#00000001506B60E0,71017,7111,9 B,7111,7111
,260,#00000001506EFF1E,71017,7111,7,7111,7111
,330,#000000015077EE10,71017,7111,M,7111,7111
,330,#000000015077EE11,71017,7111,L,7111,7111
,830,#000000015077EE14,71017,7111,S,7111,7111
,E86,#00000001502A5E03,71018,7111,M,7111,7111
,E86,#00000001502A5E04,71018,7111,L,7111,7111
